   AgeBP,   YearCE, JanDays     , FebDays     , MarDays     , AprDays     , MayDays     , JunDays     , JulDays     , AugDays     , SepDays     , OctDays     , NovDays     , DecDays     , JanMid      , FebMid      , MarMid      , AprMid      , MayMid      , JunMid      , JulMid      , AugMid      , SepMid      , OctMid      , NovMid      , DecMid      , JanBeg      , FebBeg      , MarBeg      , AprBeg      , MayBeg      , JunBeg      , JulBeg      , AugBeg      , SepBeg      , OctBeg      , NovBeg      , DecBeg      , JanEnd      , FebEnd      , MarEnd      , AprEnd      , MayEnd      , JunEnd      , JulEnd      , AugEnd      , SepEnd      , OctEnd      , NovEnd      , DecEnd      , VE_day , SS_day , ndays
   -6000,     2039,  32.48411855,  29.53995521,  32.47169095,  30.80519959,  30.97070708,  29.16304027,  29.54741870,  29.34677894,  28.62575603,  30.18400184,  30.01008258,  31.85125027,  12.11927457,  43.16312612,  74.21920341, 105.91229416, 136.84618217, 166.89607396, 196.19537441, 225.55997778, 254.48934115, 283.86995901, 313.98402742, 344.92839721,  -4.05417526,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578, 360.94582474,  79.770, 172.501,  365
   -6000,     2040,  32.47218910,  30.59389729,  32.47154540,  30.80692939,  30.97508445,  29.16850405,  29.55160429,  29.34642120,  28.61900461,  30.17010336,  29.99204220,  31.83267466,  12.07107368,  43.63599090,  75.21922743, 106.91290962, 137.84990363, 167.90517376, 197.20987682, 226.57666270, 255.50218844, 284.87207980, 314.96983525, 345.89577826,  -4.09535998,  28.35086027,  58.92580373,  91.40326882, 122.23610577, 153.23170106, 182.39378600, 211.91833883, 241.24444110, 269.86942788, 300.06571013, 330.07743576,  28.35086027,  58.92580373,  91.40326882, 122.23610577, 153.23170106, 182.39378600, 211.91833883, 241.24444110, 269.86942788, 300.06571013, 330.07743576, 361.90464002,  80.013, 172.742,  366
   -6000,     2041,  32.48411855,  29.53995521,  32.47169095,  30.80519959,  30.97070708,  29.16304027,  29.54741870,  29.34677894,  28.62575603,  30.18400184,  30.01008258,  31.85125027,  12.11927457,  43.16312612,  74.21920341, 105.91229416, 136.84618217, 166.89607396, 196.19537441, 225.55997778, 254.48934115, 283.86995901, 313.98402742, 344.92839721,  -4.05417526,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578, 360.94582474,  79.255, 171.984,  365
   -6000,     2042,  32.48411855,  29.53995521,  32.47169095,  30.80519959,  30.97070708,  29.16304027,  29.54741870,  29.34677894,  28.62575603,  30.18400184,  30.01008258,  31.85125027,  12.11927457,  43.16312612,  74.21920341, 105.91229416, 136.84618217, 166.89607396, 196.19537441, 225.55997778, 254.48934115, 283.86995901, 313.98402742, 344.92839721,  -4.05417526,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578, 360.94582474,  79.497, 172.226,  365
   -6000,     2043,  32.48411855,  29.53995521,  32.47169095,  30.80519959,  30.97070708,  29.16304027,  29.54741870,  29.34677894,  28.62575603,  30.18400184,  30.01008258,  31.85125027,  12.11927457,  43.16312612,  74.21920341, 105.91229416, 136.84618217, 166.89607396, 196.19537441, 225.55997778, 254.48934115, 283.86995901, 313.98402742, 344.92839721,  -4.05417526,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578, 360.94582474,  79.740, 172.467,  365
   -6000,     2044,  32.47218910,  30.59389729,  32.47154540,  30.80692939,  30.97508445,  29.16850405,  29.55160429,  29.34642120,  28.61900461,  30.17010336,  29.99204220,  31.83267466,  12.07107368,  43.63599090,  75.21922743, 106.91290962, 137.84990363, 167.90517376, 197.20987682, 226.57666270, 255.50218844, 284.87207980, 314.96983525, 345.89577826,  -4.09535998,  28.35086027,  58.92580373,  91.40326882, 122.23610577, 153.23170106, 182.39378600, 211.91833883, 241.24444110, 269.86942788, 300.06571013, 330.07743576,  28.35086027,  58.92580373,  91.40326882, 122.23610577, 153.23170106, 182.39378600, 211.91833883, 241.24444110, 269.86942788, 300.06571013, 330.07743576, 361.90464002,  79.983, 172.709,  366
   -6000,     2045,  32.48411855,  29.53995521,  32.47169095,  30.80519959,  30.97070708,  29.16304027,  29.54741870,  29.34677894,  28.62575603,  30.18400184,  30.01008258,  31.85125027,  12.11927457,  43.16312612,  74.21920341, 105.91229416, 136.84618217, 166.89607396, 196.19537441, 225.55997778, 254.48934115, 283.86995901, 313.98402742, 344.92839721,  -4.05417526,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578, 360.94582474,  79.225, 171.951,  365
   -6000,     2046,  32.48411855,  29.53995521,  32.47169095,  30.80519959,  30.97070708,  29.16304027,  29.54741870,  29.34677894,  28.62575603,  30.18400184,  30.01008258,  31.85125027,  12.11927457,  43.16312612,  74.21920341, 105.91229416, 136.84618217, 166.89607396, 196.19537441, 225.55997778, 254.48934115, 283.86995901, 313.98402742, 344.92839721,  -4.05417526,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578, 360.94582474,  79.467, 172.192,  365
   -6000,     2047,  32.48411855,  29.53995521,  32.47169095,  30.80519959,  30.97070708,  29.16304027,  29.54741870,  29.34677894,  28.62575603,  30.18400184,  30.01008258,  31.85125027,  12.11927457,  43.16312612,  74.21920341, 105.91229416, 136.84618217, 166.89607396, 196.19537441, 225.55997778, 254.48934115, 283.86995901, 313.98402742, 344.92839721,  -4.05417526,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578, 360.94582474,  79.710, 172.435,  365
   -6000,     2048,  32.47218910,  30.59389729,  32.47154540,  30.80692939,  30.97508445,  29.16850405,  29.55160429,  29.34642120,  28.61900461,  30.17010336,  29.99204220,  31.83267466,  12.07107368,  43.63599090,  75.21922743, 106.91290962, 137.84990363, 167.90517376, 197.20987682, 226.57666270, 255.50218844, 284.87207980, 314.96983525, 345.89577826,  -4.09535998,  28.35086027,  58.92580373,  91.40326882, 122.23610577, 153.23170106, 182.39378600, 211.91833883, 241.24444110, 269.86942788, 300.06571013, 330.07743576,  28.35086027,  58.92580373,  91.40326882, 122.23610577, 153.23170106, 182.39378600, 211.91833883, 241.24444110, 269.86942788, 300.06571013, 330.07743576, 361.90464002,  79.953, 172.676,  366
   -6000,     2049,  32.48411855,  29.53995521,  32.47169095,  30.80519959,  30.97070708,  29.16304027,  29.54741870,  29.34677894,  28.62575603,  30.18400184,  30.01008258,  31.85125027,  12.11927457,  43.16312612,  74.21920341, 105.91229416, 136.84618217, 166.89607396, 196.19537441, 225.55997778, 254.48934115, 283.86995901, 313.98402742, 344.92839721,  -4.05417526,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578,  28.40375842,  57.92559617,  90.40319079, 121.23431371, 152.22542876, 181.38183671, 210.90212219, 240.22885383, 268.86102212, 299.07135244, 329.10071578, 360.94582474,  79.195, 171.918,  365
